region_code,weather_param,year, key, value 
Wales,Sunshine,1951,Jun,219.8
Wales,Sunshine,1997,May,219.7
Wales,Sunshine,1957,May,219.6
Wales,Sunshine,1950,Jun,219.5
Wales,Sunshine,2015,Apr,219.3
England,Sunshine,1940,May,219.1
Wales,Sunshine,1935,Jul,218.9
UK,Sunshine,1996,Jun,218.7
England,Sunshine,1930,Jun,218.4
Wales,Sunshine,1996,Jun,218.4
Scottland,Sunshine,1995,Aug,218.4
England,Sunshine,2011,Apr,218.3
Scottland,Sunshine,1975,May,218.3
Scottland,Sunshine,1976,Aug,217.8
England,Sunshine,1982,May,217.6
England,Sunshine,2005,May,217.5
England,Sunshine,1984,Apr,217.1
England,Sunshine,1990,Aug,217.1
UK,Sunshine,1935,May,216.5
England,Sunshine,2009,May,216.3
Wales,Sunshine,1995,Jun,216.2
UK,Sunshine,1977,May,216
Scottland,Sunshine,1992,May,216
UK,Sunshine,1959,May,215.7
England,Sunshine,2007,Apr,215.6
England,Sunshine,1939,Jun,215.5
UK,Sunshine,1930,Jun,215.2
England,Sunshine,1994,Jun,215.2
Wales,Sunshine,1989,Jun,215.2
England,Sunshine,1966,May,214.8
Wales,Sunshine,1983,Aug,214.7
England,Sunshine,1983,Aug,214.6
UK,Sunshine,1939,Jun,214.5
Wales,Sunshine,2010,May,214.5
England,Sunshine,1961,Jun,214.2
Wales,Sunshine,1997,Jul,214
Wales,Sunshine,1998,May,214
UK,Sunshine,1951,Jun,213.9
England,Sunshine,1929,Jul,213.8
Wales,Sunshine,1976,Jun,213.6
Wales,Sunshine,1943,May,213.4
Wales,Sunshine,1984,Apr,213.3
Scottland,Sunshine,1989,Jul,213.3
Wales,Sunshine,1934,Jun,213
UK,Sunshine,2015,Apr,212.9
UK,Sunshine,2017,May,212.9
Wales,Sunshine,1935,May,212.9
England,Sunshine,2003,Jun,212.7
Wales,Sunshine,1961,May,212.6
UK,Sunshine,1943,May,212.5
England,Sunshine,1967,Jun,212.5
England,Sunshine,1991,Aug,212.4
Scottland,Sunshine,1995,Jun,212.4
UK,Sunshine,1984,Jul,212
Wales,Sunshine,1961,Jun,211.9
Scottland,Sunshine,2008,May,211.9
UK,Sunshine,1956,May,211.7
England,Sunshine,2005,Aug,211.7
Scottland,Sunshine,2009,May,211.7
UK,Sunshine,1929,May,211.5
England,Sunshine,1969,Jul,211.4
Wales,Sunshine,2005,May,211.4
UK,Sunshine,2009,May,211.3
England,Sunshine,1941,Jul,211.3
England,Sunshine,2003,Aug,211.1
Wales,Sunshine,1967,Jun,211.1
Scottland,Sunshine,2001,May,211.1
England,Sunshine,1953,May,211
Wales,Sunshine,1976,Jul,211
UK,Sunshine,1950,Jun,210.9
England,Sunshine,1935,May,210.8
Wales,Sunshine,1989,Aug,210.6
UK,Sunshine,1989,Jun,210.4
UK,Sunshine,2006,Jun,210.4
England,Sunshine,2016,Aug,210.4
UK,Sunshine,1946,May,210.2
UK,Sunshine,1997,May,210.2
Wales,Sunshine,2011,Apr,210.1
UK,Sunshine,1971,Jul,210
UK,Sunshine,1959,Jun,209.8
UK,Sunshine,1983,Jul,209.6
UK,Sunshine,2010,Jun,209.6
UK,Sunshine,2016,May,209.6
England,Sunshine,1992,Jun,209.6
England,Sunshine,1995,May,209.6
England,Sunshine,1942,Apr,209.5
Wales,Sunshine,1970,Jun,209.5
Wales,Sunshine,2012,May,209.5
Scottland,Sunshine,1955,May,209.5
Wales,Sunshine,1929,Mar,209.4
UK,Sunshine,1971,May,209.1
England,Sunshine,1984,Jun,209.1
England,Sunshine,2016,May,209.1
Wales,Sunshine,1953,May,208.5
Wales,Sunshine,1938,Apr,208.1
UK,Sunshine,2000,May,208
Wales,Sunshine,1954,Apr,208
Wales,Sunshine,1959,Jul,208
England,Sunshine,1959,Aug,207.9
UK,Sunshine,1949,May,207.6
UK,Sunshine,1962,Jun,207.5
UK,Sunshine,1933,Jun,207.3
Wales,Sunshine,1944,May,207.2
Wales,Sunshine,1946,May,207.2
England,Sunshine,1944,May,207
UK,Sunshine,1995,Jul,206.9
Scottland,Sunshine,1951,May,206.9
England,Sunshine,1998,Aug,206.6
UK,Sunshine,1999,Jul,206.5
England,Sunshine,1990,Apr,206.5
Scottland,Sunshine,1975,Jun,206.5
Wales,Sunshine,2001,May,206.2
Scottland,Sunshine,1936,Jun,205.9
Wales,Sunshine,2004,May,205.8
England,Sunshine,1929,Jun,205.7
UK,Sunshine,1967,Jun,205.6
Scottland,Sunshine,2016,May,205.6
UK,Sunshine,1975,May,205.5
UK,Sunshine,1976,Jun,205.5
England,Sunshine,2011,May,205.4
Wales,Sunshine,1943,Jul,205.4
Wales,Sunshine,1996,Jul,205.4
UK,Sunshine,1982,May,205.2
Wales,Sunshine,2010,Apr,205.2
Scottland,Sunshine,2012,May,205.2
Scottland,Sunshine,1942,May,205.1
England,Sunshine,1957,May,205
UK,Sunshine,2005,May,204.8
England,Sunshine,1975,Jul,204.7
UK,Sunshine,1942,Apr,204.6
UK,Sunshine,1995,Jun,204.6
UK,Sunshine,2009,Jun,204.6
England,Sunshine,2004,May,204.4
England,Sunshine,2014,Jun,204.4
Scottland,Sunshine,2009,Jun,204.4
Wales,Sunshine,1978,May,204.1
England,Sunshine,1941,Jun,203.9
Wales,Sunshine,2005,Aug,203.8
Scottland,Sunshine,1994,May,203.8
Scottland,Sunshine,2013,Jul,203.8
UK,Sunshine,1955,May,203.5
UK,Sunshine,2007,Apr,203.5
Wales,Sunshine,2011,Jun,203.5
England,Sunshine,1943,Jul,203.3
England,Sunshine,2010,May,203.3
Scottland,Sunshine,1939,Jun,203.2
Wales,Sunshine,2000,May,203
England,Sunshine,1967,Jul,202.9
UK,Sunshine,2011,Apr,202.8
UK,Sunshine,1966,May,202.6
England,Sunshine,1952,May,202.6
Wales,Sunshine,1939,May,202.6
England,Sunshine,1986,Jun,202.5
England,Sunshine,2009,Jun,202.2
Scottland,Sunshine,1942,Apr,202.1
England,Sunshine,1932,Jun,202
England,Sunshine,1955,May,201.8
England,Sunshine,1961,May,201.8
Wales,Sunshine,1977,Jul,201.8
UK,Sunshine,1942,May,201.7
UK,Sunshine,2008,May,201.7
England,Sunshine,1949,Aug,201.6
England,Sunshine,1998,May,201.4
England,Sunshine,2017,May,201.4
England,Sunshine,2010,Apr,201.3
England,Sunshine,1942,May,201.1
Wales,Sunshine,1945,Apr,201.1
Wales,Sunshine,2009,Jun,201.1
England,Sunshine,2007,Aug,200.8
Scottland,Sunshine,1930,Jun,200.7
England,Sunshine,2008,Jun,200.6
UK,Sunshine,1984,Apr,200.3
UK,Sunshine,2010,May,200.3
England,Sunshine,2004,Jun,200.1
Scottland,Sunshine,1989,May,200.1
England,Sunshine,1953,Aug,200
Scottland,Sunshine,1960,Jun,199.9
Wales,Sunshine,1929,Jul,199.8
UK,Sunshine,1940,May,199.7
England,Sunshine,1951,Jul,199.6
Scottland,Sunshine,1959,May,199.6
Wales,Sunshine,1950,May,199.5
Scottland,Sunshine,2015,Apr,199.4
UK,Sunshine,2012,May,199.3
UK,Sunshine,1929,Jun,199.2
Scottland,Sunshine,1990,Jul,198.7
UK,Sunshine,1957,May,198.6
England,Sunshine,1943,Jun,198.5
Wales,Sunshine,1933,Jul,198.4
UK,Sunshine,2003,Aug,198
Wales,Sunshine,1992,Jun,198
Wales,Sunshine,1984,May,197.9
Scottland,Sunshine,1967,Jun,197.9
England,Sunshine,1974,May,197.6
Wales,Sunshine,1959,Sept,197.3
Wales,Sunshine,1975,Aug,197.1
Scottland,Sunshine,1984,May,197
Wales,Sunshine,1973,Jun,196.9
UK,Sunshine,1932,Jun,196.8
UK,Sunshine,2004,May,196.7
Wales,Sunshine,1941,Jun,196.6
England,Sunshine,1978,May,196.5
England,Sunshine,1995,Jun,196.5
Wales,Sunshine,1943,Jun,196.5
Wales,Sunshine,1940,May,196.1
UK,Sunshine,1953,May,195.9
UK,Sunshine,1975,Aug,195.9
England,Sunshine,2011,Jun,195.9
Wales,Sunshine,1933,Aug,195.9
Scottland,Sunshine,1933,Jun,195.8
Scottland,Sunshine,1969,Jun,195.7
UK,Sunshine,1959,Jul,195.4
England,Sunshine,2017,Jun,195.4
Scottland,Sunshine,1977,May,195.4
Wales,Sunshine,1995,Jul,195.3
Scottland,Sunshine,2006,Jul,195.2
UK,Sunshine,1934,Jun,195
UK,Sunshine,1943,Jul,195
England,Sunshine,1934,May,195
England,Sunshine,1934,Jun,195
England,Sunshine,2001,Jun,194.7
England,Sunshine,1935,Aug,194.6
Wales,Sunshine,1994,Jul,194.6
Wales,Sunshine,1937,May,194.5
Wales,Sunshine,1988,May,194.4
England,Sunshine,2012,May,194.3
England,Sunshine,2008,May,194
Wales,Sunshine,1951,Jul,194
England,Sunshine,1946,Jul,193.9
UK,Sunshine,1949,Jul,193.8
UK,Sunshine,1997,Jul,193.8
England,Sunshine,2000,Aug,193.8
Wales,Sunshine,1942,May,193.8
England,Sunshine,1993,Jun,193.6
UK,Sunshine,1961,May,193.5
England,Sunshine,2001,Jul,193.5
England,Sunshine,2002,Apr,193.5
England,Sunshine,1939,May,193.4
England,Sunshine,1952,Jun,193.3
Scottland,Sunshine,1982,May,193.3
Wales,Sunshine,1937,Aug,193.1
UK,Sunshine,1942,Jun,193
England,Sunshine,1955,Aug,193
England,Sunshine,1970,May,193
England,Sunshine,1996,Aug,193
England,Sunshine,2005,Jun,193
Wales,Sunshine,1959,Aug,192.9
Scottland,Sunshine,2014,Jul,192.9
UK,Sunshine,1992,Jun,192.8
England,Sunshine,1984,Aug,192.5
England,Sunshine,1988,May,192.5
England,Sunshine,2003,May,192.5
England,Sunshine,1974,Jun,192.4
England,Sunshine,1948,Apr,192.3
England,Sunshine,1946,May,192.2
England,Sunshine,1963,Jun,192.2
UK,Sunshine,1978,May,192.1
UK,Sunshine,1986,Jun,192.1
England,Sunshine,1964,May,192
England,Sunshine,2003,Apr,192
Wales,Sunshine,1944,Aug,192
England,Sunshine,1985,Jul,191.9
England,Sunshine,2000,May,191.8
Scottland,Sunshine,1937,May,191.8
Wales,Sunshine,1982,May,191.7
Wales,Sunshine,2008,Jun,191.7
UK,Sunshine,2011,May,191.6
England,Sunshine,1930,Aug,191.6
England,Sunshine,1959,Sept,191.6
UK,Sunshine,2003,Jun,191.5
Wales,Sunshine,1987,May,191.4
Scottland,Sunshine,1971,May,191.4
Scottland,Sunshine,2010,May,191.1
Wales,Sunshine,2013,Jun,191
UK,Sunshine,1994,Jul,190.9
England,Sunshine,1977,Jul,190.8
Wales,Sunshine,1998,Aug,190.8
UK,Sunshine,1941,Jun,190.7
UK,Sunshine,1996,Jul,190.7
England,Sunshine,2016,Jul,190.6
UK,Sunshine,1973,Jun,190.4
England,Sunshine,1938,Jun,190.4
UK,Sunshine,1995,May,190.3
Scottland,Sunshine,2006,May,190.3
England,Sunshine,1999,Jun,190.2
Wales,Sunshine,2009,May,190.1
England,Sunshine,1991,Jul,190
Wales,Sunshine,1933,Jun,190
UK,Sunshine,1988,May,189.9
Scottland,Sunshine,1951,Jun,189.9
Wales,Sunshine,1953,Apr,189.8
Wales,Sunshine,1955,May,189.8
UK,Sunshine,2015,Jun,189.7
Wales,Sunshine,1941,Jul,189.7
Scottland,Sunshine,1934,Jun,189.7
UK,Sunshine,1933,Aug,189.6
England,Sunshine,2008,Jul,189.6
Wales,Sunshine,1936,May,189.6
UK,Sunshine,1983,Aug,189.4
UK,Sunshine,1989,Aug,189.4
Wales,Sunshine,1952,May,189.3
Wales,Sunshine,1934,May,189.1
UK,Sunshine,1974,Jun,189
England,Sunshine,2013,May,189
Wales,Sunshine,1949,Aug,188.9
Wales,Sunshine,2003,Jun,188.9
UK,Sunshine,1933,Jul,188.8
England,Sunshine,2014,Aug,188.7
Scottland,Sunshine,1935,Jul,188.7
England,Sunshine,1945,Apr,188.5
England,Sunshine,1935,Jun,188.1
England,Sunshine,1986,May,188.1
Scottland,Sunshine,1962,Apr,188.1
Scottland,Sunshine,1990,May,188.1
Wales,Sunshine,1968,Jun,187.9
UK,Sunshine,1968,Jun,187.8
England,Sunshine,1975,May,187.8
England,Sunshine,1968,Jun,187.7
Wales,Sunshine,1951,Apr,187.6
Wales,Sunshine,1969,Apr,187.6
England,Sunshine,1993,Aug,187.3
Wales,Sunshine,1942,Apr,187.3
Wales,Sunshine,2003,Apr,187.2
Wales,Sunshine,2008,May,187.2
England,Sunshine,1987,May,187.1
England,Sunshine,2013,Aug,187.1
England,Sunshine,1953,Jul,187
Scottland,Sunshine,1996,Jun,187
England,Sunshine,1981,Aug,186.9
UK,Sunshine,1952,May,186.8
England,Sunshine,1964,Aug,186.8
Wales,Sunshine,1953,Jul,186.7
Wales,Sunshine,2004,Jun,186.6
Wales,Sunshine,1974,Jun,186.5
Wales,Sunshine,1969,Jul,186.4
UK,Sunshine,1969,Jul,186.2
England,Sunshine,2015,Jul,186.1
UK,Sunshine,1998,May,186
Wales,Sunshine,1996,May,185.9
Scottland,Sunshine,1986,Jun,185.9
Scottland,Sunshine,2005,May,185.9
Wales,Sunshine,2007,May,185.8
Wales,Sunshine,2013,May,185.8
UK,Sunshine,1939,May,185.7
UK,Sunshine,1990,Apr,185.7
England,Sunshine,1945,Jun,185.7
Scottland,Sunshine,1974,Apr,185.7
England,Sunshine,1944,Aug,185.6
England,Sunshine,1964,Jul,185.6
Scottland,Sunshine,1988,May,185.6
England,Sunshine,1946,Apr,185.5
England,Sunshine,1997,Aug,185.5
England,Sunshine,1950,Jul,185.4
Wales,Sunshine,1984,Jun,185.4
Wales,Sunshine,2003,Aug,185.4
Scottland,Sunshine,1974,Jun,185.4
Wales,Sunshine,1935,Aug,185.3
Scottland,Sunshine,1978,May,185.3
England,Sunshine,2017,Apr,185.2
England,Sunshine,1963,May,185.1
UK,Sunshine,1937,May,184.7
UK,Sunshine,1961,Jun,184.6
Wales,Sunshine,1990,Apr,184.3
UK,Sunshine,1929,Jul,184.2
Wales,Sunshine,1963,Jun,184.2
UK,Sunshine,2005,Aug,184.1
England,Sunshine,2017,Jul,184.1
Scottland,Sunshine,1968,Jun,184.1
Scottland,Sunshine,1976,Jul,184.1
UK,Sunshine,1977,Jul,184
England,Sunshine,1951,Apr,183.8
England,Sunshine,1960,May,183.8
Scottland,Sunshine,2004,May,183.8
UK,Sunshine,1943,Jun,183.6
UK,Sunshine,1955,Aug,183.4
England,Sunshine,1974,Aug,183.4
England,Sunshine,2013,Jun,183.4
UK,Sunshine,1991,Aug,183.3
England,Sunshine,1969,Apr,183.3
UK,Sunshine,1936,Jun,183.2
UK,Sunshine,1960,May,183.1
Wales,Sunshine,1995,May,183.1
Scottland,Sunshine,1960,May,183.1
UK,Sunshine,2010,Apr,182.9
Wales,Sunshine,1984,Aug,182.9
England,Sunshine,1947,Jun,182.7
Scottland,Sunshine,1957,May,182.6
England,Sunshine,2015,May,182.5
Scottland,Sunshine,1929,May,182.5
Wales,Sunshine,2000,Jul,182.4
England,Sunshine,1937,Aug,182.3
England,Sunshine,2007,Jul,182.2
Scottland,Sunshine,2003,Aug,182.2
England,Sunshine,1940,Aug,181.9
England,Sunshine,2017,Aug,181.9
UK,Sunshine,2003,Apr,181.7
UK,Sunshine,2016,Aug,181.7
Wales,Sunshine,1948,Apr,181.7
England,Sunshine,2002,May,181.5
Wales,Sunshine,2017,Jul,181.5
England,Sunshine,2001,Aug,181.4
England,Sunshine,2009,Jul,181.4
Wales,Sunshine,1993,Jun,181.4
England,Sunshine,1963,Jul,181.3
Scottland,Sunshine,1995,Jul,181.2
Scottland,Sunshine,2007,May,181.2
Wales,Sunshine,2007,Aug,181.1
Scottland,Sunshine,1949,May,181.1
Wales,Sunshine,1991,Aug,181
UK,Sunshine,1984,May,180.9
UK,Sunshine,1987,May,180.9
England,Sunshine,1929,Sept,180.8
Scottland,Sunshine,1977,Jun,180.8
UK,Sunshine,1963,May,180.6
UK,Sunshine,1994,Jun,180.5
England,Sunshine,1936,May,180.5
England,Sunshine,1972,Aug,180.5
Wales,Sunshine,2001,Jun,180.4
Scottland,Sunshine,1958,May,180.4
UK,Sunshine,1954,Apr,180.3
UK,Sunshine,1984,Jun,180.2
England,Sunshine,1979,May,180.2
Scottland,Sunshine,2007,Apr,180.1
Wales,Sunshine,1956,Jun,180
Wales,Sunshine,1972,Aug,179.9
UK,Sunshine,1936,May,179.8
UK,Sunshine,1951,May,179.8
UK,Sunshine,2008,Jun,179.8
England,Sunshine,1952,Jul,179.8
England,Sunshine,1936,Aug,179.7
Wales,Sunshine,1988,Jun,179.7
Wales,Sunshine,2011,Jul,179.7
Scottland,Sunshine,1929,Jun,179.7
UK,Sunshine,1974,May,179.6
UK,Sunshine,1975,Jul,179.6
UK,Sunshine,1984,Aug,179.5
UK,Sunshine,2006,May,179.5
England,Sunshine,1964,Sept,179.5
Wales,Sunshine,1933,Sept,179.4
UK,Sunshine,1963,Jun,179.2
Wales,Sunshine,1964,Aug,179.2
UK,Sunshine,1997,Aug,179.1
England,Sunshine,1973,Aug,179.1
England,Sunshine,2003,Jul,179
England,Sunshine,1954,Apr,178.9
Wales,Sunshine,1975,Jul,178.9
Wales,Sunshine,1940,Jul,178.8
Wales,Sunshine,1952,Jun,178.8
Scottland,Sunshine,1972,Jul,178.8
Scottland,Sunshine,1981,Apr,178.8
England,Sunshine,1945,Jul,178.7
England,Sunshine,1958,May,178.7
England,Sunshine,2005,Jul,178.5
UK,Sunshine,1958,May,178.4
UK,Sunshine,2014,Jun,178.4
Scottland,Sunshine,1943,Jul,178.2
England,Sunshine,1979,Jul,177.9
Scottland,Sunshine,1932,Jun,177.9
England,Sunshine,1988,Aug,177.7
Wales,Sunshine,2005,Jul,177.7
UK,Sunshine,1959,Aug,177.5
UK,Sunshine,2013,May,177.4
Scottland,Sunshine,1982,Jul,177.4
Scottland,Sunshine,2011,May,177.4
Wales,Sunshine,1939,Apr,177.3
England,Sunshine,1996,May,177.2
England,Sunshine,2009,Aug,177
UK,Sunshine,1934,May,176.8
England,Sunshine,2011,Jul,176.8
Scottland,Sunshine,1950,May,176.8
Scottland,Sunshine,1966,May,176.8
Wales,Sunshine,2005,Jun,176.7
Scottland,Sunshine,1961,May,176.7
UK,Sunshine,1950,May,176.6
Scottland,Sunshine,2011,Apr,176.6
England,Sunshine,1947,May,176.5
Wales,Sunshine,1946,Apr,176.5
Scottland,Sunshine,2006,Jun,176.5
Wales,Sunshine,1981,Aug,176.3
UK,Sunshine,1996,May,176.1
England,Sunshine,1937,May,176.1
Wales,Sunshine,1939,Aug,176
Scottland,Sunshine,1963,May,175.9
Scottland,Sunshine,1954,Apr,175.8
Wales,Sunshine,1940,Aug,175.6
UK,Sunshine,1944,May,175.5
Scottland,Sunshine,1971,Jul,175.5
UK,Sunshine,2011,Jun,175.4
England,Sunshine,1934,Aug,175.4
England,Sunshine,2004,Aug,175.4
Wales,Sunshine,1985,Jul,175.3
UK,Sunshine,1941,Jul,175.1
UK,Sunshine,2007,May,175.1
Wales,Sunshine,1938,Jun,175.1
Scottland,Sunshine,1938,Aug,175.1
UK,Sunshine,1969,Apr,175
Wales,Sunshine,1951,May,175
Wales,Sunshine,1960,May,175
Wales,Sunshine,1999,Jun,175
Scottland,Sunshine,1959,Jun,175
England,Sunshine,1940,Jul,174.9
Wales,Sunshine,1968,Jul,174.9
Wales,Sunshine,1986,May,174.9
England,Sunshine,1961,Aug,174.8
England,Sunshine,2006,May,174.8
Wales,Sunshine,1996,Aug,174.8
England,Sunshine,2015,Sept,174.7
Scottland,Sunshine,1943,May,174.7
Scottland,Sunshine,1940,May,174.6
Scottland,Sunshine,1955,Jun,174.5
UK,Sunshine,2015,May,174.4
Wales,Sunshine,1953,Jun,174.4
Wales,Sunshine,1965,Aug,174.4
Scottland,Sunshine,1956,Jun,174.4
England,Sunshine,1965,Jun,174.3
Wales,Sunshine,1995,Apr,174.3
Scottland,Sunshine,1936,May,174.3
England,Sunshine,1937,Jun,174.2
Scottland,Sunshine,1941,Jun,174.2
England,Sunshine,1993,May,174.1
England,Sunshine,1948,Jul,174
Wales,Sunshine,2016,Apr,174
UK,Sunshine,1964,May,173.9
UK,Sunshine,1990,Aug,173.9
Wales,Sunshine,1929,Apr,173.9
Wales,Sunshine,1946,Jul,173.9
UK,Sunshine,1948,Apr,173.8
UK,Sunshine,1945,Apr,173.7
Wales,Sunshine,1974,May,173.7
England,Sunshine,1942,Jul,173.6
England,Sunshine,1991,Sept,173.6
Wales,Sunshine,2003,May,173.6
Scottland,Sunshine,1984,Apr,173.6
England,Sunshine,1952,Aug,173.5
Wales,Sunshine,1953,Aug,173.5
Wales,Sunshine,2015,Sept,173.4
England,Sunshine,1958,Jul,173.3
England,Sunshine,2014,May,173.3
Wales,Sunshine,1936,Aug,173.3
Wales,Sunshine,1986,Jun,173.3
Wales,Sunshine,1990,Aug,173.3
England,Sunshine,1982,Apr,173.1
England,Sunshine,1995,Apr,173.1
Scottland,Sunshine,1989,Jun,173.1
UK,Sunshine,1959,Sept,173
UK,Sunshine,2002,May,173
Wales,Sunshine,1960,Apr,173
Wales,Sunshine,2011,May,172.9
UK,Sunshine,1998,Aug,172.8
England,Sunshine,1929,Mar,172.8
Wales,Sunshine,2016,Aug,172.8
England,Sunshine,1936,Jun,172.7
England,Sunshine,1968,Apr,172.7
UK,Sunshine,1951,Jul,172.5
Wales,Sunshine,1956,Apr,172.5
Wales,Sunshine,1974,Apr,172.5
Scottland,Sunshine,1983,Jul,172.5
UK,Sunshine,1951,Apr,172.4
Scottland,Sunshine,1930,May,172.4
Scottland,Sunshine,1988,Jun,172.3
UK,Sunshine,1944,Aug,172.1
Wales,Sunshine,1929,Sept,172.1
UK,Sunshine,1950,Jul,172
England,Sunshine,2009,Apr,172
UK,Sunshine,1945,Jun,171.8
Wales,Sunshine,2002,May,171.7
UK,Sunshine,2000,Aug,171.6
Wales,Sunshine,1977,Jun,171.6
UK,Sunshine,2017,Jul,171.5
UK,Sunshine,2002,Apr,171.3
England,Sunshine,1946,Jun,171.3
Wales,Sunshine,2000,Aug,171.3
UK,Sunshine,2013,Jun,171.2
England,Sunshine,1945,May,171.2
UK,Sunshine,1952,Jun,171.1
Wales,Sunshine,1942,Jul,171.1
Wales,Sunshine,1963,May,171.1
Wales,Sunshine,1985,May,171.1
UK,Sunshine,2014,Aug,171
Wales,Sunshine,1945,Jun,171
Scottland,Sunshine,2006,Apr,171
UK,Sunshine,2003,May,170.9
Wales,Sunshine,1965,Jun,170.9
England,Sunshine,1965,Aug,170.8
England,Sunshine,1993,Jul,170.8
England,Sunshine,2003,Sept,170.8
Wales,Sunshine,1982,Apr,170.8
Scottland,Sunshine,1997,Aug,170.8
UK,Sunshine,1938,Jun,170.7
England,Sunshine,1949,Apr,170.7
England,Sunshine,1994,Aug,170.7
UK,Sunshine,1953,Aug,170.6
UK,Sunshine,1982,Jul,170.6
Scottland,Sunshine,1968,Aug,170.6
England,Sunshine,1970,Aug,170.5
Scottland,Sunshine,1956,May,170.4
Scottland,Sunshine,1934,Jul,170.3
Wales,Sunshine,1980,Apr,170.2
UK,Sunshine,2007,Aug,170
UK,Sunshine,2011,Jul,170
England,Sunshine,1939,Apr,170
Wales,Sunshine,1948,Mar,170
Scottland,Sunshine,1996,May,169.9
UK,Sunshine,1988,Jun,169.8
UK,Sunshine,1929,Mar,169.5
England,Sunshine,1983,Jun,169.5
Wales,Sunshine,1941,May,169.5
Wales,Sunshine,1979,Jul,169.5
UK,Sunshine,1986,May,169.4
England,Sunshine,1987,Jul,169.4
Scottland,Sunshine,1977,Jul,169.4
England,Sunshine,1986,Jul,169.2
Wales,Sunshine,2017,Apr,169.2
UK,Sunshine,1949,Aug,169.1
UK,Sunshine,2005,Jun,169.1
England,Sunshine,1933,Sept,169
Wales,Sunshine,1950,Jul,169
UK,Sunshine,1946,Apr,168.9
UK,Sunshine,2004,Jun,168.9
UK,Sunshine,2009,Jul,168.9
UK,Sunshine,1979,May,168.8
England,Sunshine,2004,Jul,168.8
Scottland,Sunshine,1992,Jun,168.8
UK,Sunshine,1963,Jul,168.7
UK,Sunshine,1972,Jul,168.6
UK,Sunshine,2001,Jun,168.6
England,Sunshine,1930,Jul,168.6
England,Sunshine,1947,Jul,168.6
England,Sunshine,1966,Aug,168.5
Wales,Sunshine,1962,May,168.5
England,Sunshine,2013,Apr,168.4
England,Sunshine,2016,Apr,168.3
England,Sunshine,1950,May,168.2
UK,Sunshine,1952,Jul,168.1
England,Sunshine,1950,Aug,168.1
Wales,Sunshine,1966,Aug,168.1
Wales,Sunshine,2015,Jul,168.1
Scottland,Sunshine,1939,May,168.1
England,Sunshine,1953,Apr,168
England,Sunshine,1973,May,167.9
England,Sunshine,2012,Mar,167.9
Scottland,Sunshine,2015,May,167.9
England,Sunshine,1978,Jun,167.8
England,Sunshine,1982,Jul,167.7
Wales,Sunshine,2001,Jul,167.7
Scottland,Sunshine,1977,Aug,167.7
Scottland,Sunshine,1987,May,167.7
UK,Sunshine,1994,May,167.6
England,Sunshine,1929,Aug,167.6
Wales,Sunshine,1936,Apr,167.6
Scottland,Sunshine,1997,May,167.6
England,Sunshine,1966,Jun,167.5
Scottland,Sunshine,1953,May,167.5
England,Sunshine,1979,Jun,167.4
UK,Sunshine,1962,Apr,167.3
UK,Sunshine,2013,Apr,167.3
England,Sunshine,1976,May,167.2
UK,Sunshine,1935,Jun,167.1
England,Sunshine,2002,Jun,167.1
Wales,Sunshine,1997,Aug,167.1
England,Sunshine,1985,Jun,167
England,Sunshine,2002,Jul,167
UK,Sunshine,1981,Aug,166.9
UK,Sunshine,1999,Jun,166.9
England,Sunshine,1986,Sept,166.9
Scottland,Sunshine,2013,Apr,166.9
UK,Sunshine,1991,Jul,166.6
UK,Sunshine,2008,Jul,166.6
England,Sunshine,1980,Apr,166.6
Scottland,Sunshine,1956,Apr,166.6
UK,Sunshine,1947,May,166.4
UK,Sunshine,1974,Apr,166.4
Scottland,Sunshine,1984,Jul,166.4
Wales,Sunshine,2014,Aug,166.3
UK,Sunshine,1968,Apr,166.2
England,Sunshine,1931,May,166.2
England,Sunshine,1938,Apr,166.1
England,Sunshine,1994,Apr,166.1
Wales,Sunshine,2003,Mar,166.1
UK,Sunshine,1937,Aug,166
Wales,Sunshine,1955,Mar,166
Scottland,Sunshine,1955,Apr,165.9
England,Sunshine,1988,Jun,165.8
UK,Sunshine,1955,Apr,165.7
Wales,Sunshine,1973,Apr,165.7
Wales,Sunshine,1940,Sept,165.6
Scottland,Sunshine,2003,Apr,165.6
England,Sunshine,1961,Jul,165.5
Scottland,Sunshine,1950,Jun,165.5
England,Sunshine,1971,Sept,165.4
England,Sunshine,1997,Apr,165.3
Wales,Sunshine,1972,Jul,165.3
UK,Sunshine,1967,Jul,165.2
England,Sunshine,1941,Aug,165.2
UK,Sunshine,1977,Jun,165.1
England,Sunshine,1933,Mar,165.1
England,Sunshine,2000,Jun,165.1
England,Sunshine,2003,Mar,165.1
Wales,Sunshine,1934,Aug,164.9
Wales,Sunshine,1958,May,164.9
Scottland,Sunshine,1995,May,164.9
UK,Sunshine,1945,May,164.8
Wales,Sunshine,1961,Jul,164.8
England,Sunshine,1940,Sept,164.7
Wales,Sunshine,1945,Aug,164.7
Wales,Sunshine,1955,Apr,164.6
UK,Sunshine,1948,Jul,164.5
UK,Sunshine,1935,Aug,164.3
UK,Sunshine,1937,Jun,164.3
England,Sunshine,1955,Apr,164.3
Wales,Sunshine,1971,Sept,164.3
England,Sunshine,1931,Jun,164.2
England,Sunshine,1999,May,164.2
UK,Sunshine,2006,Apr,164.1
England,Sunshine,1972,Jul,164.1
England,Sunshine,2007,May,164.1
Wales,Sunshine,2007,Jul,164.1
UK,Sunshine,1973,Aug,164
